"vote","leave","education","age"
"stay",0,2,55
"leave",1,3,61
"leave",1,4,48
"stay",0,NA,63
"stay",0,5,68
"leave",1,3,68
"stay",0,4,65
"leave",1,3,61
"stay",0,4,62
"leave",1,3,33
"leave",1,4,71
"stay",0,4,30
"leave",1,3,57
"leave",1,NA,47
"leave",1,NA,62
"leave",1,4,81
"stay",0,4,81
"leave",1,2,57
"leave",1,2,72
"stay",0,4,53
"stay",0,5,52
"stay",0,4,78
"won't vote",NA,4,52
"stay",0,3,49
"leave",1,NA,65
"leave",1,2,40
"stay",0,4,39
"stay",0,5,34
"stay",0,5,80
"stay",0,4,46
"stay",0,4,59
"stay",0,2,53
"stay",0,3,64
"leave",1,4,47
"stay",0,NA,38
"leave",1,3,57
"leave",1,3,62
"leave",1,4,57
"stay",0,4,51
"leave",1,2,72
"leave",1,2,69
"leave",1,3,62
"leave",1,1,45
"stay",0,4,68
"stay",0,4,61
"leave",1,2,61
"don't know",NA,2,43
"leave",1,4,42
"leave",1,NA,60
"won't vote",NA,NA,59
"leave",1,4,56
"leave",1,3,67
"don't know",NA,4,59
"stay",0,4,69
"don't know",NA,NA,59
"stay",0,NA,35
"stay",0,4,47
"stay",0,1,63
"leave",1,4,70
"stay",0,2,62
"stay",0,3,58
"leave",1,4,52
"stay",0,4,63
"stay",0,4,61
"leave",1,5,69
"don't know",NA,1,70
"leave",1,4,61
"stay",0,4,68
"leave",1,2,68
"leave",1,4,66
"don't know",NA,1,62
"leave",1,4,69
"stay",0,5,70
"leave",1,4,72
"leave",1,1,51
"stay",0,4,32
"leave",1,3,61
"leave",1,1,63
"leave",1,1,54
"leave",1,2,65
"don't know",NA,NA,61
"leave",1,4,73
"leave",1,1,79
"leave",1,4,46
"leave",1,2,66
"don't know",NA,4,30
"stay",0,4,34
"leave",1,4,68
"stay",0,5,41
"stay",0,3,50
"leave",1,4,43
"stay",0,4,53
"stay",0,4,66
"leave",1,4,70
"stay",0,3,58
"don't know",NA,2,53
"leave",1,1,66
"stay",0,4,58
"leave",1,1,62
"stay",0,4,45
"stay",0,4,53
"leave",1,2,72
"stay",0,2,68
"don't know",NA,4,71
"stay",0,NA,54
"stay",0,2,43
"leave",1,1,78
"stay",0,4,79
"stay",0,3,73
"stay",0,5,64
"leave",1,4,72
"leave",1,3,68
"leave",1,4,70
"leave",1,NA,75
"leave",1,3,70
"stay",0,4,71
"leave",1,5,61
"stay",0,5,63
"leave",1,3,35
"leave",1,2,69
"stay",0,NA,44
"leave",1,1,70
"leave",1,3,68
"stay",0,4,51
"stay",0,3,46
"leave",1,4,71
"leave",1,4,41
"stay",0,3,70
"stay",0,4,47
"stay",0,4,32
"leave",1,1,84
"stay",0,4,56
"leave",1,3,68
"stay",0,4,53
"stay",0,2,64
"stay",0,5,72
"stay",0,5,79
"stay",0,5,60
"stay",0,5,70
"stay",0,NA,70
"don't know",NA,4,48
"leave",1,1,67
"stay",0,3,63
"stay",0,3,36
"leave",1,NA,62
"stay",0,5,34
"leave",1,2,64
"leave",1,2,62
"stay",0,4,35
"leave",1,2,46
"stay",0,4,34
"leave",1,2,51
"leave",1,4,71
"leave",1,3,55
"stay",0,4,82
"leave",1,NA,50
"leave",1,3,64
"leave",1,2,47
"leave",1,1,74
"leave",1,4,71
"leave",1,1,67
"stay",0,2,40
"leave",1,3,69
"leave",1,2,63
"leave",1,2,71
"stay",0,4,73
"leave",1,3,49
"leave",1,4,71
"stay",0,4,44
"stay",0,4,33
"leave",1,3,60
"stay",0,5,53
"stay",0,4,64
"stay",0,5,65
"don't know",NA,4,69
"stay",0,3,67
"leave",1,4,68
"leave",1,4,85
"stay",0,3,47
"leave",1,NA,47
"don't know",NA,5,41
"leave",1,2,66
"stay",0,4,58
"leave",1,4,70
"stay",0,5,69
"stay",0,4,74
"stay",0,4,47
"stay",0,5,48
"leave",1,3,74
"leave",1,1,32
"stay",0,5,43
"stay",0,4,66
"stay",0,3,66
"leave",1,4,69
"leave",1,3,48
"stay",0,4,47
"stay",0,4,66
"stay",0,4,30
"leave",1,2,49
"don't know",NA,2,67
"leave",1,2,76
"stay",0,5,68
"leave",1,4,38
"leave",1,NA,65
"leave",1,4,52
"stay",0,3,43
"stay",0,1,65
"leave",1,3,56
"stay",0,4,56
"stay",0,NA,39
"leave",1,NA,42
"leave",1,1,70
"don't know",NA,5,47
"stay",0,3,52
"stay",0,4,32
"leave",1,4,77
"leave",1,4,53
"leave",1,NA,56
"leave",1,2,63
"stay",0,5,44
"stay",0,2,54
"stay",0,3,80
"stay",0,4,62
"stay",0,4,65
"leave",1,5,64
"leave",1,3,60
"won't vote",NA,2,28
"leave",1,NA,58
"leave",1,1,71
"stay",0,5,70
"leave",1,3,74
"stay",0,NA,42
"leave",1,5,50
"leave",1,4,47
"leave",1,NA,61
"leave",1,2,73
"stay",0,4,66
"stay",0,5,55
"leave",1,NA,76
"leave",1,2,65
"leave",1,1,72
"stay",0,5,71
"don't know",NA,3,55
"stay",0,4,47
"stay",0,NA,29
"leave",1,5,29
"stay",0,4,56
"stay",0,4,26
"stay",0,4,26
"leave",1,4,69
"stay",0,3,43
"stay",0,4,58
"leave",1,5,55
"leave",1,5,49
"stay",0,NA,59
"don't know",NA,4,30
"leave",1,2,70
"leave",1,2,73
"stay",0,4,26
"stay",0,3,39
"stay",0,2,40
"leave",1,NA,51
"stay",0,5,60
"don't know",NA,2,52
"leave",1,3,51
"stay",0,4,32
"don't know",NA,4,69
"stay",0,1,75
"stay",0,3,60
"leave",1,3,44
"stay",0,3,55
"leave",1,NA,59
"leave",1,3,67
"stay",0,4,81
"stay",0,2,53
"don't know",NA,3,64
"stay",0,3,79
"stay",0,4,84
"stay",0,3,55
"stay",0,4,26
"leave",1,4,62
"stay",0,4,36
"leave",1,3,41
"stay",0,4,76
"stay",0,5,40
"leave",1,4,59
"leave",1,4,62
"don't know",NA,5,51
"leave",1,NA,61
"stay",0,4,69
"leave",1,5,71
"don't know",NA,3,30
"leave",1,2,67
"stay",0,4,49
"stay",0,4,49
"leave",1,4,63
"leave",1,3,28
"stay",0,5,62
"leave",1,2,54
"stay",0,4,68
"leave",1,4,55
"leave",1,1,61
"leave",1,4,41
"leave",1,NA,62
"leave",1,4,66
"stay",0,4,56
"stay",0,3,25
"stay",0,4,51
"leave",1,4,42
"leave",1,4,62
"stay",0,4,34
"stay",0,5,74
"don't know",NA,4,59
"stay",0,4,69
"stay",0,3,45
"stay",0,4,78
"leave",1,1,68
"stay",0,4,67
"stay",0,4,41
"stay",0,4,38
"stay",0,4,54
"don't know",NA,3,64
"stay",0,2,64
"leave",1,4,40
"leave",1,NA,64
"leave",1,5,75
"stay",0,5,55
"don't know",NA,3,82
"stay",0,4,49
"leave",1,4,80
"stay",0,3,60
"stay",0,4,30
"stay",0,5,65
"stay",0,4,51
"stay",0,4,71
"stay",0,4,71
"stay",0,NA,43
"won't vote",NA,4,43
"don't know",NA,3,67
"leave",1,NA,45
"stay",0,4,45
"stay",0,4,71
"leave",1,NA,74
"leave",1,5,67
"stay",0,NA,67
"leave",1,3,71
"leave",1,4,35
"leave",1,4,68
"leave",1,NA,78
"stay",0,NA,57
"leave",1,NA,69
"stay",0,5,69
"stay",0,3,69
"stay",0,4,27
"leave",1,2,30
"leave",1,3,46
"don't know",NA,2,68
"stay",0,4,26
"stay",0,NA,39
"stay",0,5,32
"leave",1,NA,71
"stay",0,3,60
"stay",0,2,55
"stay",0,3,62
"stay",0,4,67
"stay",0,4,64
"don't know",NA,NA,53
"stay",0,4,59
"leave",1,NA,58
"don't know",NA,2,59
"leave",1,3,69
"leave",1,1,32
"stay",0,2,33
"leave",1,4,64
"leave",1,3,72
"leave",1,2,50
"stay",0,3,59
"leave",1,2,60
"stay",0,4,72
"leave",1,1,80
"stay",0,1,62
"leave",1,NA,74
"leave",1,2,66
"leave",1,2,64
"leave",1,4,63
"leave",1,2,57
"leave",1,4,62
"don't know",NA,3,61
"don't know",NA,1,71
"stay",0,3,68
"leave",1,2,58
"leave",1,4,71
"leave",1,NA,70
"leave",1,2,64
"stay",0,3,41
"stay",0,4,68
"leave",1,2,68
"leave",1,4,49
"leave",1,4,71
"leave",1,4,67
"leave",1,2,63
"stay",0,4,29
"leave",1,2,71
"leave",1,4,67
"leave",1,1,62
"stay",0,4,36
"leave",1,2,67
"stay",0,3,67
"leave",1,3,72
"leave",1,4,27
"leave",1,2,47
"stay",0,2,66
"stay",0,4,66
"leave",1,NA,46
"leave",1,2,45
"leave",1,1,70
"stay",0,NA,74
"don't know",NA,NA,25
"leave",1,1,61
"stay",0,4,51
"stay",0,4,50
"stay",0,4,72
"stay",0,4,57
"stay",0,4,67
"leave",1,5,66
"stay",0,4,26
"leave",1,1,58
"don't know",NA,4,67
"leave",1,1,64
"leave",1,4,52
"leave",1,NA,32
"leave",1,3,57
"stay",0,2,71
"stay",0,5,72
"stay",0,NA,69
"leave",1,NA,75
"don't know",NA,3,46
"leave",1,4,50
"stay",0,4,70
"leave",1,3,63
"leave",1,3,33
"leave",1,4,56
"stay",0,4,31
"leave",1,2,74
"leave",1,2,47
"leave",1,5,79
"leave",1,NA,56
"leave",1,NA,52
"stay",0,4,72
"leave",1,4,42
"don't know",NA,3,32
"leave",1,1,76
"stay",0,4,43
"leave",1,4,37
"stay",0,4,65
"stay",0,5,26
"leave",1,5,26
"stay",0,5,55
"leave",1,2,61
"stay",0,4,32
"leave",1,1,62
"won't vote",NA,NA,33
"stay",0,2,51
"stay",0,3,62
"don't know",NA,2,72
"stay",0,NA,53
"stay",0,4,56
"leave",1,4,32
"stay",0,5,46
"stay",0,3,64
"leave",1,2,31
"stay",0,4,44
"don't know",NA,3,29
"leave",1,1,71
"leave",1,2,52
"don't know",NA,4,34
"stay",0,NA,59
"leave",1,3,76
"leave",1,2,62
"stay",0,4,63
"leave",1,3,70
"leave",1,3,42
"don't know",NA,3,56
"leave",1,4,46
"leave",1,3,62
"stay",0,3,48
"stay",0,4,78
"leave",1,2,60
"leave",1,2,46
"leave",1,4,80
"leave",1,4,72
"leave",1,4,63
"leave",1,3,54
"leave",1,4,69
"leave",1,NA,80
"leave",1,3,71
"don't know",NA,4,30
"don't know",NA,4,64
"stay",0,4,57
"stay",0,4,56
"stay",0,4,71
"leave",1,NA,68
"leave",1,4,71
"stay",0,5,49
"stay",0,3,63
"stay",0,4,64
"leave",1,2,39
"leave",1,4,74
"stay",0,4,38
"stay",0,5,53
"don't know",NA,NA,24
"stay",0,4,65
"stay",0,4,23
"leave",1,3,31
"leave",1,NA,58
"leave",1,5,27
"stay",0,5,30
"stay",0,4,43
"stay",0,3,29
"stay",0,5,43
"leave",1,1,48
"leave",1,4,57
"stay",0,NA,58
"leave",1,4,66
"stay",0,3,18
"don't know",NA,3,51
"stay",0,3,56
"leave",1,2,41
"leave",1,NA,62
"stay",0,3,22
"leave",1,1,69
"stay",0,4,34
"leave",1,1,37
"leave",1,4,70
"leave",1,2,26
"stay",0,3,58
"leave",1,1,60
"leave",1,2,51
"don't know",NA,4,31
"stay",0,4,49
"stay",0,4,64
"stay",0,4,25
"stay",0,2,75
"leave",1,2,58
"stay",0,3,66
"stay",0,4,56
"leave",1,4,25
"stay",0,5,63
"leave",1,4,64
"stay",0,3,66
"stay",0,5,31
"leave",1,4,68
"leave",1,4,82
"stay",0,NA,60
"leave",1,5,68
"leave",1,4,34
"leave",1,4,23
"stay",0,2,36
"leave",1,2,54
"stay",0,4,77
"leave",1,5,59
"leave",1,3,58
"leave",1,NA,84
"stay",0,4,73
"stay",0,4,40
"leave",1,4,67
"leave",1,2,34
"stay",0,4,64
"stay",0,4,24
"leave",1,2,23
"leave",1,5,64
"leave",1,4,26
"won't vote",NA,4,34
"stay",0,4,54
"don't know",NA,NA,67
"leave",1,2,53
"leave",1,NA,38
"stay",0,3,55
"stay",0,4,24
"stay",0,2,67
"leave",1,1,69
"leave",1,4,59
"stay",0,4,36
"leave",1,1,54
"stay",0,4,64
"leave",1,NA,66
"leave",1,4,79
"stay",0,5,60
"won't vote",NA,3,21
"stay",0,1,52
"stay",0,5,52
"leave",1,2,33
"leave",1,1,62
"stay",0,4,51
"stay",0,2,67
"leave",1,2,66
"leave",1,2,72
"leave",1,1,82
"leave",1,1,63
"leave",1,1,69
"stay",0,4,42
"don't know",NA,4,26
"leave",1,3,42
"leave",1,4,73
"leave",1,3,66
"stay",0,4,70
"leave",1,3,63
"leave",1,3,31
"stay",0,4,37
"leave",1,2,75
"leave",1,5,69
"stay",0,3,30
"stay",0,5,38
"won't vote",NA,4,40
"stay",0,3,26
"stay",0,NA,63
"leave",1,5,37
"leave",1,2,59
"leave",1,2,37
"leave",1,NA,69
"stay",0,2,61
"leave",1,1,56
"stay",0,2,66
"stay",0,5,42
"leave",1,4,37
"stay",0,5,35
"stay",0,5,52
"leave",1,2,54
"leave",1,1,70
"stay",0,NA,47
"stay",0,5,59
"stay",0,3,34
"leave",1,4,63
"leave",1,4,36
"leave",1,NA,48
"stay",0,4,34
"stay",0,4,38
"stay",0,4,57
"stay",0,5,24
"leave",1,3,67
"leave",1,4,50
"stay",0,1,69
"stay",0,5,50
"stay",0,4,67
"stay",0,1,73
"stay",0,4,66
"leave",1,4,65
"stay",0,4,26
"leave",1,3,49
"stay",0,4,52
"stay",0,4,48
"stay",0,4,34
"don't know",NA,4,31
"leave",1,3,49
"won't vote",NA,1,81
"leave",1,4,63
"leave",1,3,51
"don't know",NA,4,30
"stay",0,3,23
"leave",1,2,79
"leave",1,4,26
"leave",1,4,63
"stay",0,4,24
"stay",0,5,27
"leave",1,NA,32
"stay",0,5,34
"stay",0,5,34
"leave",1,NA,56
"stay",0,4,39
"leave",1,2,44
"stay",0,NA,52
"stay",0,2,29
"leave",1,4,45
"leave",1,4,19
"stay",0,3,49
"stay",0,2,69
"leave",1,4,66
"don't know",NA,2,26
"stay",0,NA,30
"stay",0,3,19
"leave",1,4,71
"leave",1,2,62
"don't know",NA,NA,67
"leave",1,4,25
"don't know",NA,3,21
"stay",0,4,22
"stay",0,5,28
"leave",1,4,75
"stay",0,5,63
"won't vote",NA,4,32
"leave",1,3,22
"won't vote",NA,NA,40
"leave",1,3,42
"stay",0,4,51
"stay",0,2,49
"leave",1,2,66
"stay",0,3,22
"stay",0,3,25
"stay",0,4,28
"leave",1,2,63
"stay",0,4,27
"stay",0,4,21
"leave",1,1,45
"stay",0,2,56
"leave",1,2,36
"stay",0,5,53
"leave",1,3,68
"leave",1,3,68
"leave",1,4,71
"leave",1,2,35
"stay",0,2,68
"stay",0,3,63
"don't know",NA,NA,32
"stay",0,2,19
"stay",0,4,63
"stay",0,4,24
"leave",1,4,56
"stay",0,4,26
"stay",0,4,63
"stay",0,4,67
"don't know",NA,4,36
"leave",1,NA,25
"leave",1,5,51
"don't know",NA,NA,43
"leave",1,NA,48
"leave",1,2,54
"leave",1,4,49
"don't know",NA,4,29
"stay",0,4,27
"stay",0,4,19
"leave",1,2,46
"stay",0,3,19
"stay",0,2,67
"leave",1,3,19
"stay",0,4,41
"don't know",NA,2,56
"leave",1,2,63
"stay",0,4,48
"stay",0,1,35
"leave",1,1,60
"don't know",NA,1,60
"leave",1,3,26
"leave",1,4,26
"won't vote",NA,3,58
"leave",1,2,56
"stay",0,5,52
"leave",1,4,23
"stay",0,4,71
"stay",0,4,37
"stay",0,NA,57
"leave",1,NA,71
"don't know",NA,4,52
"leave",1,4,57
"stay",0,4,36
"stay",0,5,34
"stay",0,4,67
"stay",0,4,29
"stay",0,4,49
"won't vote",NA,4,71
"stay",0,5,65
"leave",1,5,45
"stay",0,4,49
"stay",0,4,66
"stay",0,4,19
"don't know",NA,4,31
"don't know",NA,4,60
"leave",1,2,62
"leave",1,4,42
"leave",1,2,59
"stay",0,3,19
"stay",0,3,21
"stay",0,5,24
"stay",0,3,55
"stay",0,NA,56
"stay",0,3,22
"leave",1,4,41
"stay",0,3,24
"stay",0,4,30
"stay",0,4,73
"stay",0,3,23
"leave",1,5,52
"stay",0,3,22
"stay",0,4,62
"don't know",NA,2,44
"stay",0,4,67
"stay",0,NA,64
"leave",1,NA,34
"leave",1,4,31
"stay",0,4,23
"leave",1,4,66
"stay",0,3,19
"leave",1,1,63
"don't know",NA,3,33
"don't know",NA,3,23
"leave",1,3,39
"leave",1,NA,52
"leave",1,NA,44
"stay",0,3,22
"don't know",NA,3,47
"stay",0,4,63
"don't know",NA,NA,23
"stay",0,3,68
"stay",0,2,63
"stay",0,3,23
"leave",1,NA,50
"stay",0,2,54
"leave",1,3,27
"stay",0,2,38
"stay",0,3,20
"leave",1,3,20
"stay",0,5,34
"stay",0,4,66
"stay",0,3,24
"don't know",NA,3,53
"stay",0,4,58
"stay",0,3,20
"stay",0,4,26
"stay",0,4,67
"stay",0,4,24
"stay",0,3,37
"stay",0,4,66
"stay",0,3,19
"stay",0,3,21
"stay",0,2,33
"don't know",NA,NA,61
"leave",1,3,70
"stay",0,2,21
"don't know",NA,3,57
"stay",0,1,29
"leave",1,1,55
"don't know",NA,4,51
"stay",0,3,65
"stay",0,5,67
"leave",1,4,70
"stay",0,3,21
"don't know",NA,1,91
"won't vote",NA,NA,56
"stay",0,3,59
"leave",1,4,63
"stay",0,2,70
"leave",1,1,23
"won't vote",NA,3,18
"stay",0,3,19
"leave",1,3,64
"leave",1,4,70
"stay",0,NA,26
"stay",0,NA,51
"stay",0,2,18
"leave",1,4,66
"stay",0,4,74
"leave",1,4,42
"leave",1,NA,55
"leave",1,4,79
"leave",1,NA,43
"leave",1,4,74
"stay",0,1,59
"leave",1,3,70
"leave",1,1,61
"stay",0,4,61
"stay",0,2,73
"leave",1,2,65
"leave",1,1,67
"leave",1,3,19
"leave",1,2,44
"stay",0,2,28
"leave",1,4,65
"leave",1,2,53
"stay",0,4,57
"leave",1,2,60
"stay",0,1,58
"stay",0,1,56
"leave",1,4,55
"leave",1,1,62
"stay",0,4,69
"stay",0,5,57
"leave",1,3,64
"stay",0,NA,68
"stay",0,4,60
"stay",0,NA,71
"stay",0,5,48
"leave",1,4,64
"stay",0,5,64
"stay",0,4,40
"leave",1,3,44
"leave",1,2,51
"leave",1,2,64
"stay",0,4,32
"leave",1,2,52
"stay",0,4,69
"stay",0,3,19
"leave",1,3,18
"stay",0,4,24
"leave",1,4,46
"leave",1,3,70
"stay",0,4,48
"leave",1,4,50
"stay",0,3,19
"stay",0,1,73
"stay",0,3,23
"leave",1,1,72
"leave",1,3,51
"stay",0,3,25
"don't know",NA,4,50
"leave",1,3,49
"don't know",NA,4,53
"leave",1,4,27
"leave",1,NA,61
"leave",1,1,54
"stay",0,3,63
"leave",1,NA,34
"stay",0,NA,64
"stay",0,5,75
"leave",1,1,66
"leave",1,4,66
"stay",0,4,71
"leave",1,NA,18
"stay",0,3,28
"stay",0,5,40
"stay",0,4,74
"stay",0,4,68
"stay",0,5,26
"stay",0,1,46
"stay",0,5,72
"stay",0,4,37
"stay",0,NA,53
"leave",1,NA,71
"leave",1,4,56
"leave",1,NA,66
"stay",0,4,28
"stay",0,2,23
"leave",1,4,29
"leave",1,5,19
"leave",1,5,53
"stay",0,4,32
"stay",0,4,67
"stay",0,4,71
"stay",0,4,64
"leave",1,4,70
"stay",0,NA,51
"leave",1,3,21
"leave",1,3,51
"leave",1,2,72
"leave",1,3,62
"leave",1,4,39
"stay",0,4,59
"leave",1,1,65
"stay",0,3,65
"stay",0,2,41
"leave",1,NA,57
"leave",1,1,57
"don't know",NA,4,58
"stay",0,3,26
"stay",0,2,72
"leave",1,1,69
"leave",1,1,62
"leave",1,2,75
"leave",1,4,38
"leave",1,4,37
"leave",1,1,51
"leave",1,4,76
"leave",1,2,69
"leave",1,NA,60
"leave",1,4,48
"leave",1,4,54
"leave",1,2,40
"stay",0,5,51
"leave",1,NA,53
"leave",1,NA,72
"stay",0,NA,72
"stay",0,4,43
"stay",0,5,67
"stay",0,3,56
"stay",0,5,65
"leave",1,4,70
"stay",0,5,55
"stay",0,4,66
"leave",1,4,76
"stay",0,4,20
"leave",1,3,39
"stay",0,NA,25
"leave",1,4,36
"stay",0,5,30
"stay",0,2,67
"leave",1,5,51
"leave",1,4,50
"stay",0,5,37
"stay",0,4,67
"leave",1,4,54
"stay",0,3,20
"stay",0,5,28
"stay",0,2,81
"stay",0,5,51
"stay",0,4,67
"stay",0,4,42
"stay",0,4,26
"don't know",NA,3,54
"leave",1,NA,58
"stay",0,4,69
"stay",0,2,67
"stay",0,3,20
"leave",1,2,56
"leave",1,2,39
"leave",1,3,78
"stay",0,4,36
"stay",0,1,31
"stay",0,3,38
"leave",1,3,58
"leave",1,4,58
"stay",0,4,71
"stay",0,4,71
"stay",0,4,65
"leave",1,2,72
"stay",0,2,56
"don't know",NA,3,27
"stay",0,4,69
"stay",0,4,49
"stay",0,4,55
"stay",0,NA,71
"don't know",NA,1,66
"don't know",NA,2,55
"stay",0,2,66
"leave",1,3,21
"leave",1,2,47
"leave",1,2,42
"leave",1,2,41
"leave",1,2,45
"stay",0,4,70
"stay",0,4,72
"leave",1,4,47
"stay",0,3,28
"leave",1,2,76
"leave",1,2,45
"leave",1,4,61
"stay",0,4,28
"stay",0,3,27
"leave",1,4,42
"stay",0,NA,65
"stay",0,NA,64
"stay",0,5,67
"don't know",NA,4,71
"stay",0,5,30
"stay",0,4,56
"stay",0,3,27
"leave",1,4,63
"don't know",NA,NA,71
"don't know",NA,4,64
"leave",1,2,54
"leave",1,3,71
"stay",0,4,68
"stay",0,4,69
"stay",0,5,54
"stay",0,4,40
"stay",0,3,19
"stay",0,4,26
"won't vote",NA,3,40
"don't know",NA,3,19
"leave",1,NA,19
"stay",0,2,21
"stay",0,4,72
"leave",1,3,55
"leave",1,4,30
"leave",1,4,22
"leave",1,3,20
"stay",0,4,37
"stay",0,5,30
"stay",0,5,58
"stay",0,4,61
"stay",0,4,67
"leave",1,2,51
"stay",0,4,66
"stay",0,3,22
"leave",1,NA,63
"don't know",NA,5,59
"leave",1,NA,51
"leave",1,4,60
"stay",0,5,58
"stay",0,NA,18
"stay",0,4,86
"stay",0,4,55
"don't know",NA,3,59
"leave",1,2,58
"leave",1,4,61
"stay",0,4,39
"stay",0,4,20
"stay",0,5,57
"stay",0,4,65
"don't know",NA,NA,19
"stay",0,2,58
"leave",1,5,74
"leave",1,5,56
"stay",0,2,55
"stay",0,4,57
"leave",1,4,67
"leave",1,3,66
"leave",1,2,18
"leave",1,1,69
"stay",0,4,18
"stay",0,3,19
"stay",0,2,68
"leave",1,2,45
"stay",0,4,60
"stay",0,4,50
"don't know",NA,2,48
"leave",1,3,69
"leave",1,3,44
"stay",0,1,69
"don't know",NA,5,43
"stay",0,3,26
"leave",1,5,23
"stay",0,1,64
"leave",1,NA,69
"stay",0,4,68
"leave",1,5,75
"stay",0,3,22
"stay",0,3,67
"stay",0,4,66
"stay",0,5,59
"stay",0,4,25
"leave",1,2,75
"leave",1,3,76
"leave",1,2,63
"don't know",NA,2,68
"stay",0,4,49
"stay",0,4,57
"stay",0,5,48
"leave",1,3,67
"leave",1,3,59
"stay",0,3,65
"leave",1,5,62
"stay",0,4,67
"leave",1,1,55
"stay",0,1,60
"leave",1,NA,59
"leave",1,2,69
"don't know",NA,5,53
"don't know",NA,1,66
"stay",0,4,52
"stay",0,4,69
"don't know",NA,2,66
"stay",0,4,67
"stay",0,4,57
"leave",1,4,67
"stay",0,2,66
"stay",0,4,68
"stay",0,4,65
"don't know",NA,2,45
"stay",0,2,69
"stay",0,4,61
"stay",0,5,60
"don't know",NA,5,55
"stay",0,4,66
"stay",0,2,75
"stay",0,3,55
"leave",1,1,66
"stay",0,3,54
"leave",1,2,67
"stay",0,4,58
"stay",0,2,77
"stay",0,NA,57
"leave",1,5,71
"stay",0,1,68
"stay",0,5,63
"leave",1,4,44
"don't know",NA,1,75
"leave",1,2,67
"leave",1,3,57
"stay",0,4,81
"stay",0,4,50
"leave",1,4,65
"stay",0,5,68
"leave",1,2,54
"stay",0,4,67
"stay",0,4,60
"stay",0,2,51
"stay",0,4,52
"leave",1,4,49
"stay",0,2,63
"stay",0,5,62
"don't know",NA,4,66
"stay",0,4,71
"don't know",NA,4,21
"stay",0,4,44
"stay",0,4,69
"leave",1,2,68
"leave",1,3,67
"stay",0,5,39
"don't know",NA,5,59
"stay",0,5,69
"stay",0,5,64
"stay",0,3,62
"stay",0,4,24
"leave",1,4,61
"leave",1,4,63
"leave",1,2,63
"stay",0,3,65
"leave",1,4,75
"stay",0,4,60
"leave",1,4,60
"leave",1,4,67
"stay",0,2,62
"don't know",NA,5,58
"stay",0,5,40
"don't know",NA,2,60
"leave",1,NA,48
"leave",1,NA,72
"stay",0,4,50
"don't know",NA,2,38
"stay",0,5,52
"stay",0,4,53
"stay",0,2,72
"don't know",NA,4,59
"stay",0,4,73
"won't vote",NA,1,52
"leave",1,5,66
"leave",1,4,63
"leave",1,NA,68
"don't know",NA,1,67
"stay",0,4,46
"don't know",NA,4,60
"leave",1,4,63
"leave",1,2,60
"stay",0,NA,68
"stay",0,2,59
"stay",0,4,68
"leave",1,3,72
"stay",0,4,70
"stay",0,3,48
"leave",1,1,59
"leave",1,4,61
"stay",0,3,21
"stay",0,4,66
"stay",0,4,40
"leave",1,2,60
"stay",0,5,52
"stay",0,4,56
"stay",0,2,59
"leave",1,2,70
"stay",0,NA,43
"leave",1,4,67
"leave",1,2,62
"stay",0,4,22
"leave",1,4,60
"leave",1,2,63
"stay",0,3,50
"stay",0,3,52
"stay",0,5,65
"stay",0,4,49
"stay",0,NA,69
"leave",1,4,67
"stay",0,4,65
"stay",0,4,58
"stay",0,4,37
"stay",0,5,69
"leave",1,4,52
"stay",0,4,70
"stay",0,1,72
"stay",0,5,67
"stay",0,2,56
"stay",0,5,66
"stay",0,2,68
"stay",0,4,61
"don't know",NA,NA,55
"stay",0,4,75
"leave",1,4,44
"stay",0,4,54
"stay",0,4,26
"leave",1,2,21
"stay",0,5,68
"leave",1,2,57
"stay",0,2,68
"leave",1,2,70
"leave",1,3,34
"stay",0,4,28
"stay",0,4,58
"stay",0,NA,70
"leave",1,4,24
"leave",1,NA,56
"leave",1,4,70
"stay",0,3,57
"leave",1,2,47
"don't know",NA,4,63
"stay",0,4,59
"stay",0,5,25
"stay",0,5,67
"stay",0,NA,69
"leave",1,4,57
"stay",0,NA,70
"stay",0,4,69
"leave",1,1,46
"leave",1,NA,55
"leave",1,3,66
"leave",1,2,74
"stay",0,2,61
"leave",1,2,75
"leave",1,2,62
"stay",0,4,52
"leave",1,1,89
"leave",1,3,71
"leave",1,4,73
"stay",0,5,65
"leave",1,5,61
"leave",1,2,69
"leave",1,3,64
"leave",1,1,51
"don't know",NA,4,62
"leave",1,5,59
"leave",1,NA,32
"stay",0,4,71
"leave",1,NA,65
"leave",1,1,59
"stay",0,NA,35
"stay",0,5,59
"stay",0,4,43
"stay",0,5,54
"stay",0,4,29
"leave",1,2,57
"leave",1,4,62
"stay",0,5,46
"stay",0,4,61
"stay",0,4,60
"leave",1,3,50
"stay",0,4,36
"leave",1,1,61
"stay",0,4,50
"leave",1,3,69
"stay",0,3,20
"stay",0,2,30
"stay",0,4,46
"leave",1,2,67
"leave",1,NA,53
"leave",1,4,71
"stay",0,4,36
"leave",1,2,73
"leave",1,5,51
"stay",0,4,59
"stay",0,4,29
"stay",0,5,32
"stay",0,5,55
"stay",0,NA,60
"stay",0,4,39
"stay",0,4,44
"won't vote",NA,2,37
"leave",1,5,64
"stay",0,4,60
"stay",0,5,45
"don't know",NA,NA,32
"leave",1,4,54
"stay",0,3,19
"stay",0,2,51
"stay",0,3,20
"stay",0,2,67
"stay",0,2,56
"stay",0,1,66
"stay",0,4,68
"stay",0,NA,58
"stay",0,4,73
"stay",0,3,20
"stay",0,3,19
